Renommage Ghidra: 5516 déplacés, 39 renommés

ArrayUnwindFilter.c                           → ghidra/jgld/ArrayUnwindFilter.c
FUN_10029100.c                                → ghidra/terrain/FUN_10029100.c
FUN_10029140.c                                → ghidra/sound/FUN_10029140.c
FUN_10029170.c                                → ghidra/sound/FUN_10029170.c
FUN_10029180.c                                → ghidra/terrain/FUN_10029180.c
FUN_10029200.c                                → ghidra/sound/FUN_10029200.c
FUN_100292c0.c                                → ghidra/terrain/FUN_100292c0.c
FUN_100292d0.c                                → ghidra/sound/FUN_100292d0.c
FUN_10029320.c                                → ghidra/sound/FUN_10029320.c
FUN_10029340.c                                → ghidra/terrain/FUN_10029340.c
FUN_10029360.c                                → ghidra/terrain/FUN_10029360.c
FUN_10029490.c                                → ghidra/terrain/FUN_10029490.c
FUN_10029600.c                                → ghidra/sound/FUN_10029600.c
FUN_10029620.c                                → ghidra/sound/FUN_10029620.c
FUN_100296d0.c                                → ghidra/sound/FUN_100296d0.c
FUN_10029700.c                                → ghidra/sound/FUN_10029700.c
FUN_100297d0.c                                → ghidra/terrain/FUN_100297d0.c
FUN_10029800.c                                → ghidra/terrain/FUN_10029800.c
FUN_10029840.c                                → ghidra/jgl/FUN_10029840.c
FUN_10029850.c                                → ghidra/terrain/FUN_10029850.c
FUN_100298b0.c                                → ghidra/jgld/FUN_100298b0.c
FUN_10029a20.c                                → ghidra/terrain/FUN_10029a20.c
FUN_10029b80.c                                → ghidra/terrain/FUN_10029b80.c
FUN_10029bb0.c                                → ghidra/sound/FUN_10029bb0.c
FUN_10029c20.c                                → ghidra/terrain/FUN_10029c20.c
FUN_10029c30.c                                → ghidra/sound/FUN_10029c30.c
FUN_10029cd0.c                                → ghidra/sound/FUN_10029cd0.c
FUN_10029d40.c                                → ghidra/sound/FUN_10029d40.c
FUN_10029e30.c                                → ghidra/sound/FUN_10029e30.c
FUN_10029e70.c                                → ghidra/sound/FUN_10029e70.c
FUN_10029f30.c                                → ghidra/sound/FUN_10029f30.c
FUN_10029f60.c                                → ghidra/sound/FUN_10029f60.c
FUN_10029f90.c                                → ghidra/sound/FUN_10029f90.c
FUN_10029fd0.c                                → ghidra/terrain/FUN_10029fd0.c
FUN_1002a000.c                                → ghidra/sound/FUN_1002a000.c
FUN_1002a050.c                                → ghidra/sound/FUN_1002a050.c
FUN_1002a0d0.c                                → ghidra/terrain/FUN_1002a0d0.c
FUN_1002a1d0.c                                → ghidra/sound/FUN_1002a1d0.c
FUN_1002a1f0.c                                → ghidra/sound/FUN_1002a1f0.c
FUN_1002a240.c                                → ghidra/sound/FUN_1002a240.c
FUN_1002a2a0.c                                → ghidra/sound/FUN_1002a2a0.c
FUN_1002a360.c                                → ghidra/sound/FUN_1002a360.c
FUN_1002a380.c                                → ghidra/sound/FUN_1002a380.c
FUN_1002a3b0.c                                → ghidra/sound/FUN_1002a3b0.c
FUN_1002a3e0.c                                → ghidra/sound/FUN_1002a3e0.c
FUN_1002a400.c                                → ghidra/terrain/FUN_1002a400.c
FUN_1002a420.c                                → ghidra/sound/FUN_1002a420.c
FUN_1002a430.c                                → ghidra/terrain/FUN_1002a430.c
FUN_1002a440.c                                → ghidra/terrain/FUN_1002a440.c
FUN_1002a470.c                                → ghidra/sound/FUN_1002a470.c
FUN_1002a4e0.c                                → ghidra/sound/FUN_1002a4e0.c
FUN_1002a610.c                                → ghidra/terrain/FUN_1002a610.c
FUN_1002a650.c                                → ghidra/sound/FUN_1002a650.c
FUN_1002a670.c                                → ghidra/sound/FUN_1002a670.c
FUN_1002a690.c                                → ghidra/terrain/FUN_1002a690.c
FUN_1002a720.c                                → ghidra/jgl/FUN_1002a720.c
FUN_1002a730.c                                → ghidra/terrain/FUN_1002a730.c
FUN_1002a7b0.c                                → ghidra/terrain/FUN_1002a7b0.c
FUN_1002a7c0.c                                → ghidra/sound/FUN_1002a7c0.c
FUN_1002a810.c                                → ghidra/sound/FUN_1002a810.c
FUN_1002a8a0.c                                → ghidra/sound/FUN_1002a8a0.c
FUN_1002a920.c                                → ghidra/sound/FUN_1002a920.c
FUN_1002a970.c                                → ghidra/sound/FUN_1002a970.c
FUN_1002a9e0.c                                → ghidra/terrain/FUN_1002a9e0.c
FUN_1002aa90.c                                → ghidra/sound/FUN_1002aa90.c
FUN_1002ab10.c                                → ghidra/sound/FUN_1002ab10.c
FUN_1002ab90.c                                → ghidra/jgld/FUN_1002ab90.c
FUN_1002abd0.c                                → ghidra/sound/FUN_1002abd0.c
FUN_1002ac00.c                                → ghidra/sound/FUN_1002ac00.c
FUN_1002ace0.c                                → ghidra/sound/FUN_1002ace0.c
FUN_1002ad10.c                                → ghidra/sound/FUN_1002ad10.c
FUN_1002add0.c                                → ghidra/sound/FUN_1002add0.c
FUN_1002af70.c                                → ghidra/terrain/FUN_1002af70.c
FUN_1002b070.c                                → ghidra/terrain/FUN_1002b070.c
FUN_1002b090.c                                → ghidra/sound/FUN_1002b090.c
FUN_1002b130.c                                → ghidra/sound/FUN_1002b130.c
FUN_1002b200.c                                → ghidra/sound/FUN_1002b200.c
FUN_1002b260.c                                → ghidra/sound/FUN_1002b260.c
FUN_1002b2c0.c                                → ghidra/sound/FUN_1002b2c0.c
FUN_1002b330.c                                → ghidra/sound/FUN_1002b330.c
FUN_1002b3a0.c                                → ghidra/sound/FUN_1002b3a0.c
FUN_1002b430.c                                → ghidra/sound/FUN_1002b430.c
FUN_1002b4a0.c                                → ghidra/sound/FUN_1002b4a0.c
FUN_1002b4e0.c                                → ghidra/sound/FUN_1002b4e0.c
FUN_1002b5f0.c                                → ghidra/sound/FUN_1002b5f0.c
FUN_1002b620.c                                → ghidra/sound/FUN_1002b620.c
FUN_1002b640.c                                → ghidra/jgl/FUN_1002b640.c
FUN_1002b740.c                                → ghidra/terrain/FUN_1002b740.c
FUN_1002b7c0.c                                → ghidra/sound/FUN_1002b7c0.c
FUN_1002b870.c                                → ghidra/sound/FUN_1002b870.c
FUN_1002b950.c                                → ghidra/terrain/FUN_1002b950.c
FUN_1002ba90.c                                → ghidra/terrain/FUN_1002ba90.c
FUN_1002baa0.c                                → ghidra/sound/FUN_1002baa0.c
FUN_1002bb10.c                                → ghidra/sound/FUN_1002bb10.c
FUN_1002bbe0.c                                → ghidra/sound/FUN_1002bbe0.c
FUN_1002bc60.c                                → ghidra/sound/FUN_1002bc60.c
FUN_1002bcf0.c                                → ghidra/jgld/FUN_1002bcf0.c
FUN_1002bd80.c                                → ghidra/sound/FUN_1002bd80.c
FUN_1002bee0.c                                → ghidra/sound/FUN_1002bee0.c
FUN_1002bfa0.c                                → ghidra/sound/FUN_1002bfa0.c
FUN_1002bff0.c                                → ghidra/sound/FUN_1002bff0.c
FUN_1002c040.c                                → ghidra/sound/FUN_1002c040.c
FUN_1002c0d0.c                                → ghidra/sound/FUN_1002c0d0.c
FUN_1002c1a0.c                                → ghidra/sound/FUN_1002c1a0.c
FUN_1002c1f0.c                                → ghidra/sound/FUN_1002c1f0.c
FUN_1002c270.c                                → ghidra/sound/FUN_1002c270.c
FUN_1002c2d0.c                                → ghidra/sound/FUN_1002c2d0.c
FUN_1002c310.c                                → ghidra/sound/FUN_1002c310.c
FUN_1002c370.c                                → ghidra/sound/FUN_1002c370.c
FUN_1002c3d0.c                                → ghidra/sound/FUN_1002c3d0.c
FUN_1002c400.c                                → ghidra/sound/FUN_1002c400.c
FUN_1002c430.c                                → ghidra/sound/FUN_1002c430.c
FUN_1002c490.c                                → ghidra/sound/FUN_1002c490.c
FUN_1002c560.c                                → ghidra/jgl/FUN_1002c560.c
FUN_1002c5b0.c                                → ghidra/sound/FUN_1002c5b0.c
FUN_1002c5c0.c                                → ghidra/terrain/FUN_1002c5c0.c
FUN_1002c5e0.c                                → ghidra/sound/FUN_1002c5e0.c
FUN_1002c610.c                                → ghidra/terrain/FUN_1002c610.c
FUN_1002c9f0.c                                → ghidra/sound/FUN_1002c9f0.c
FUN_1002cad0.c                                → ghidra/sound/FUN_1002cad0.c
FUN_1002cb00.c                                → ghidra/sound/FUN_1002cb00.c
FUN_1002cb30.c                                → ghidra/terrain/FUN_1002cb30.c
FUN_1002cb90.c                                → ghidra/terrain/FUN_1002cb90.c
FUN_1002cc00.c                                → ghidra/terrain/FUN_1002cc00.c
FUN_1002ccc0.c                                → ghidra/terrain/FUN_1002ccc0.c
FUN_1002cd90.c                                → ghidra/terrain/FUN_1002cd90.c
FUN_1002ce60.c                                → ghidra/sound/FUN_1002ce60.c
FUN_1002ceb0.c                                → ghidra/sound/FUN_1002ceb0.c
FUN_1002cec0.c                                → ghidra/jgld/FUN_1002cec0.c
FUN_1002cee0.c                                → ghidra/sound/FUN_1002cee0.c
FUN_1002d100.c                                → ghidra/sound/FUN_1002d100.c
FUN_1002d240.c                                → ghidra/sound/FUN_1002d240.c
FUN_1002d260.c                                → ghidra/terrain/FUN_1002d260.c
FUN_1002d390.c                                → ghidra/jgld/FUN_1002d390.c
FUN_1002d430.c                                → ghidra/sound/FUN_1002d430.c
FUN_1002d450.c                                → ghidra/sound/FUN_1002d450.c
FUN_1002d480.c                                → ghidra/jgl/FUN_1002d480.c
FUN_1002d530.c                                → ghidra/sound/FUN_1002d530.c
FUN_1002d560.c                                → ghidra/sound/FUN_1002d560.c
FUN_1002d700.c                                → ghidra/terrain/FUN_1002d700.c
FUN_1002d790.c                                → ghidra/terrain/FUN_1002d790.c
FUN_1002d7a0.c                                → ghidra/sound/FUN_1002d7a0.c
FUN_1002d7b0.c                                → ghidra/terrain/FUN_1002d7b0.c
FUN_1002d7d0.c                                → ghidra/terrain/FUN_1002d7d0.c
FUN_1002d810.c                                → ghidra/terrain/FUN_1002d810.c
FUN_1002d890.c                                → ghidra/jgld/FUN_1002d890.c
FUN_1002d8c0.c                                → ghidra/sound/FUN_1002d8c0.c
FUN_1002d8f0.c                                → ghidra/sound/FUN_1002d8f0.c
FUN_1002d920.c                                → ghidra/sound/FUN_1002d920.c
FUN_1002da30.c                                → ghidra/sound/FUN_1002da30.c
FUN_1002db00.c                                → ghidra/sound/FUN_1002db00.c
FUN_1002db50.c                                → ghidra/terrain/FUN_1002db50.c
FUN_1002dba0.c                                → ghidra/sound/FUN_1002dba0.c
FUN_1002dbd0.c                                → ghidra/terrain/FUN_1002dbd0.c
